# Cryptococcus neoformans H99 gene information
# Downloaded from FungiDB 59, 2022-09-05
GeneID	ProductDescription	GeneName	CuratedGOComponents	CuratedGOFunctions	CuratedGOProcesses
CNAG_07093	hypothetical protein	NA	NA	NA	NA
CNAG_07108	tip120-family protein	NA	NA	NA	NA
CNAG_07114	V-type proton ATPase proteolipid subunit 2	NA	NA	NA	NA
CNAG_07124	hypothetical protein	NA	NA	NA	NA
CNAG_07162	origin recognition complex subunit 2	NA	NA	NA	NA
CNAG_07163	preprotein translocase subunit YidC	NA	NA	NA	NA
CNAG_07164	hypothetical protein	NA	NA	NA	NA
CNAG_07176	hypothetical protein	NA	NA	NA	NA
CNAG_07177	NADH dehydrogenase (ubiquinone) Fe-S protein 3	NA	NA	NA	NA
CNAG_07188	hypothetical protein	NA	NA	NA	NA
CNAG_07203	hypothetical protein	NA	NA	NA	NA
CNAG_07253	cupin domain-containing protein	HPI2	NA	NA	NA
CNAG_07276	hypothetical protein	NA	NA	NA	NA
CNAG_07303	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07304	hypothetical protein	NA	NA	NA	NA
CNAG_07305	hypothetical protein	NA	NA	NA	NA
CNAG_07306	hypothetical protein	NA	NA	NA	NA
CNAG_07307	hypothetical protein	NA	NA	NA	NA
CNAG_07308	hypothetical protein	NA	NA	NA	NA
CNAG_07309	mRNA surveillance protein pelota	NA	NA	NA	NA
CNAG_07310	hypothetical protein	NA	NA	NA	NA
CNAG_07311	compass component bre2	BRE2	NA	NA	NA
CNAG_07312	hypothetical protein	NA	NA	NA	NA
CNAG_07313	hypothetical protein	NA	NA	NA	NA
CNAG_07314	hypothetical protein	NA	NA	NA	NA
CNAG_07315	T-cell immuno-modulatory protein homolog	LIV6	NA	NA	vacuole organization
CNAG_07316	hydroxyacid-oxoacid transhydrogenase	NA	NA	NA	NA
CNAG_07317	hypothetical protein, variant	INP5202	NA	NA	cellular response to antibiotic;cellular response to cadmium ion;cellular response to sodium dodecyl sulfate
CNAG_07318	AP-1 complex subunit gamma-1	NA	NA	NA	NA
CNAG_07319	hypothetical protein	NA	NA	NA	NA
CNAG_07320	hypothetical protein	NA	NA	NA	NA
CNAG_07321	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07322	hypothetical protein	NA	NA	NA	NA
CNAG_07323	cactin	NA	NA	NA	NA
CNAG_07324	hypothetical protein	NA	NA	NA	NA
CNAG_07325	hypothetical protein	NA	NA	NA	NA
CNAG_07326	hypothetical protein	NA	NA	NA	NA
CNAG_07327	hypothetical protein	NA	NA	NA	NA
CNAG_07328	hypothetical protein	NA	NA	NA	NA
CNAG_07329	hypothetical protein	NA	NA	NA	NA
CNAG_07330	hypothetical protein	NA	NA	NA	NA
CNAG_07331	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07332	hypothetical protein	NA	NA	NA	NA
CNAG_07333	ubiquitin carboxyl-terminal hydrolase 25/28	NA	NA	NA	NA
CNAG_07334	ferric-chelate reductase	FRE4	NA	NA	NA
CNAG_07335	cystinosin	NA	NA	NA	NA
CNAG_07336	hypothetical protein	NA	NA	NA	NA
CNAG_07337	hypothetical protein	NA	NA	NA	NA
CNAG_07338	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	NA	NA	NA	NA
CNAG_07339	hypothetical protein	NA	NA	NA	NA
CNAG_07340	hypothetical protein	NA	NA	NA	NA
CNAG_07341	hypothetical protein	NA	NA	NA	NA
CNAG_07342	cytoplasmic protein	NA	NA	NA	NA
CNAG_07344	ras guanyl-nucleotide exchange factor, variant	NA	NA	NA	NA
CNAG_07345	hypothetical protein	NA	NA	NA	NA
CNAG_07346	T-complex protein 1 subunit eta	NA	NA	NA	NA
CNAG_07347	Heat shock protein	NA	NA	NA	NA
CNAG_07348	phosphopantothenoylcysteine decarboxylase	NA	NA	NA	NA
CNAG_07349	hypothetical protein	NA	NA	NA	NA
CNAG_07350	hypothetical protein	NA	NA	NA	NA
CNAG_07351	hypothetical protein	LPI2	NA	NA	NA
CNAG_07352	hypothetical protein	NA	NA	NA	NA
CNAG_07353	26S proteasome non-ATPase regulatory subunit 9	NA	NA	NA	NA
CNAG_07354	3'(2'),5'-bisphosphate nucleotidase	MET22	NA	NA	NA
CNAG_07355	hypothetical protein	NA	NA	NA	NA
CNAG_07356	succinate dehydrogenase, cytochrome b556 subunit	NA	NA	NA	NA
CNAG_07357	hypothetical protein	NA	NA	NA	NA
CNAG_07358	hypothetical protein	NA	NA	NA	NA
CNAG_07359	Atypical/ABC1/ABC1-C protein kinase	IRK1	NA	NA	cellular response to cadmium ion;cellular response to hydrogen peroxide;cellular response to menadione
CNAG_07360	hypothetical protein	NA	NA	NA	NA
CNAG_07361	hypothetical protein	NA	NA	NA	NA
CNAG_07362	nucleolin	NA	NA	NA	NA
CNAG_07363	isocitrate dehydrogenase, NAD-dependent	NA	NA	NA	NA
CNAG_07364	WD-repeat protein 21A	NA	NA	NA	NA
CNAG_07365	oxidoreductase	NA	NA	NA	NA
CNAG_07367	amino acid transporter, variant	NA	NA	NA	NA
CNAG_07368	calcium activated cation channel protein	NA	NA	NA	NA
CNAG_07369	hypothetical protein	NA	NA	NA	NA
CNAG_07370	hypothetical protein	NA	NA	NA	cellular response to dithiothreitol;cellular response to hydrogen peroxide
CNAG_07372	6-phosphofructo-2-kinase/fructose-2, 6- bisphosphatase	OXK1	NA	NA	cellular response to cadmium ion;cellular response to diamide;cellular response to dithiothreitol;cellular response to heat;cellular response to menadione;cellular response to methyl methanesulfonate;cellular response to oxidative stress;cellular response to salt stress;cellular response to sodium d
CNAG_07373	Carbamoyl-phosphate synthase, large subunit	NA	NA	NA	NA
CNAG_07374	DNA-directed RNA polymerase III subunit RPC5	NA	NA	NA	NA
CNAG_07375	guanyl-nucleotide exchange factor	NA	NA	NA	NA
CNAG_07376	hypothetical protein	NA	NA	NA	NA
CNAG_07377	transformation/transcription domain-associated protein	TRA1	NA	NA	NA
CNAG_07380	hypothetical protein	NA	NA	NA	NA
CNAG_07381	ATP-dependent RNA helicase prh1	NA	NA	NA	NA
CNAG_07382	hypothetical protein	NA	NA	NA	NA
CNAG_07386	hypothetical protein	NA	NA	NA	NA
CNAG_07387	siderophore-iron transporter Str3	NA	NA	NA	NA
CNAG_07388	hypothetical protein	NA	NA	NA	NA
CNAG_07389	Flavin-containing monooxygenase	NA	NA	NA	NA
CNAG_07390	hypothetical protein	NA	NA	NA	NA
CNAG_07391	hypothetical protein	NA	NA	NA	NA
CNAG_07392	hypothetical protein	NA	NA	NA	NA
CNAG_07393	hypothetical protein	NA	NA	NA	NA
CNAG_07394	hypothetical protein	NA	NA	NA	NA
CNAG_07395	hypothetical protein	NA	NA	NA	NA
CNAG_07396	hypothetical protein	NA	NA	NA	NA
CNAG_07399	hypothetical protein	NA	NA	NA	NA
CNAG_07400	aspartate-tRNA(Asn) ligase	NA	NA	NA	NA
CNAG_07401	hypothetical protein	NA	NA	NA	NA
CNAG_07402	pantothenate transporter	NA	NA	NA	NA
CNAG_07403	Peroxisomal ATPase PEX1	PEX1	NA	NA	carbon utilization
CNAG_07404	hypothetical protein	NA	NA	NA	NA
CNAG_07405	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07406	pheromone alpha	NA	NA	NA	NA
CNAG_07407	fungal mating-type pheromone	MFalpha3	NA	NA	NA
CNAG_07408	STE/STE20/PAKA protein kinase, variant	STE20alpha	NA	NA	cytokinesis;filamentous growth;response to heat
CNAG_07409	DNA-directed RNA polymerase, mitochondrial	RPO41alpha	NA	NA	NA
CNAG_07410	CID1-family polyA polymerase	CID1alpha	NA	NA	NA
CNAG_07411	histone demethylase JARID1	RUM1alpha	NA	NA	response to diamide;response to sodium dodecyl sulfate
CNAG_07412	hypothetical protein	NA	NA	NA	NA
CNAG_07413	nucleolar GTP-binding protein 2	NOG2	NA	NA	NA
CNAG_07414	pantoate-beta-alanine ligase	PAN6	NA	NA	NA
CNAG_07415	hypothetical protein	NA	NA	NA	NA
CNAG_07416	exosome complex component RRP41	NA	NA	NA	NA
CNAG_07417	hypothetical protein	NA	NA	NA	NA
CNAG_07418	defective in Cullin neddylation protein 1	DCN1	NA	NA	NA
CNAG_07419	hypothetical protein	NA	NA	NA	NA
CNAG_07420	hypothetical protein	NA	NA	NA	NA
CNAG_07421	hypothetical protein	NA	NA	NA	NA
CNAG_07422	delayed-type hypersensitivity antigen	DHA1	NA	NA	NA
CNAG_07423	hypothetical protein	NA	NA	NA	NA
CNAG_07424	DNA-directed RNA polymerase I, II, and III subunit RPABC4	NA	NA	NA	NA
CNAG_07425	hypothetical protein	NA	NA	NA	NA
CNAG_07426	proteasome maturation protein	NA	NA	NA	NA
CNAG_07427	Casein kinase II	CCK2	NA	NA	NA
CNAG_07428	hypothetical protein	NA	NA	NA	NA
CNAG_07429	asparagine-tRNA ligase	NA	NA	NA	NA
CNAG_07430	transcription factor binding protein	CTI6	NA	protein binding	NA
CNAG_07431	MATE family multidrug resistance protein	NA	NA	NA	NA
CNAG_07432	hypothetical protein	NA	NA	NA	NA
CNAG_07433	hypothetical protein	BND1	ESC/E(Z) complex	protein binding	NA
CNAG_07434	HAD hydrolase, family IIID	HAD3	NA	NA	NA
CNAG_07435	Transcriptional activator HAP2, putative	HAP2	NA	NA	adhesion of symbiont to host endothelial cell;cellular response to menadione;entry into host;mating;melanin biosynthetic process;response to diamide;response to dithiothreitol;response to salt stress;response to sodium dodecyl sulfate;response to tunicamycin
CNAG_07436	hypothetical protein	NA	NA	NA	NA
CNAG_07437	3-keto sterol reductase	ERG27	NA	NA	NA
CNAG_07438	3-keto sterol reductase	NA	NA	NA	NA
CNAG_07439	U3 small nucleolar RNA-associated protein 21	NA	NA	NA	NA
CNAG_07440	nuclear distribution protein PAC1	NA	NA	NA	NA
CNAG_07441	hypothetical protein	NA	NA	NA	NA
CNAG_07442	phosphatidylglycerol/phosphatidylinositol transfer protein	NA	extracellular region	NA	NA
CNAG_07443	hypothetical protein	HLH4	NA	NA	negative regulation of capsule organization
CNAG_07444	hypothetical protein	NA	NA	NA	NA
CNAG_07445	transketolase	NA	NA	NA	NA
CNAG_07446	mitochondrial protein	NA	NA	NA	NA
CNAG_07447	hypothetical protein	NA	NA	NA	NA
CNAG_07448	urea transporter, putative	DUR3	NA	NA	NA
CNAG_07449	amino acid transporter	NA	NA	NA	NA
CNAG_07450	hypothetical protein	NA	NA	NA	NA
CNAG_07453	hypothetical protein	NA	NA	NA	NA
CNAG_07454	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07455	hypothetical protein	NA	NA	NA	NA
CNAG_07456	hypothetical protein	NA	NA	NA	NA
CNAG_07457	hypothetical protein	NA	NA	NA	NA
CNAG_07458	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07459	hypothetical protein	NA	NA	NA	NA
CNAG_07460	heat shock transcription factor	NA	NA	NA	NA
CNAG_07461	hypothetical protein	NA	NA	NA	NA
CNAG_07462	hypothetical protein	NA	NA	NA	NA
CNAG_07463	separase	NA	NA	NA	NA
CNAG_07464	Mbp1 and Swi4-like APSES protein 1	MBS1	NA	NA	capsule organization;hyperosmotic response;melanin biosynthetic process;response to antibiotic;response to dithiothreitol;response to drug;response to hydrogen peroxide;response to hydroxyurea;response to oxidative stress;response to salt stress;response to sodium dodecyl sulfate;response to tunicam
CNAG_07465	hypothetical protein	NA	NA	NA	NA
CNAG_07466	U3 small nucleolar RNA-associated protein 7, variant 1	NA	NA	NA	NA
CNAG_07469	nuclear pore complex protein Nup98-Nup96	NA	NA	NA	NA
CNAG_07470	high-affinity phosphodiesterase	PDE2	NA	NA	capsule organization;melanin biosynthetic process
CNAG_07471	hypothetical protein	NA	NA	NA	NA
CNAG_07472	hypothetical protein	NA	NA	NA	NA
CNAG_07473	valine-tRNA ligase	NA	NA	NA	NA
CNAG_07474	AP-2 complex subunit mu-1	NA	NA	NA	NA
CNAG_07475	hypothetical protein	NA	NA	NA	NA
CNAG_07476	hypothetical protein	NA	NA	NA	NA
CNAG_07477	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07478	hypothetical protein	NA	NA	NA	NA
CNAG_07479	hypothetical protein	NA	NA	NA	NA
CNAG_07480	cytochrome b5 reductase	NA	NA	NA	NA
CNAG_07481	hypothetical protein	NA	NA	NA	NA
CNAG_07482	SCF-associated factor 1	NA	NA	NA	NA
CNAG_07483	DNA polymerase zeta subunit	NA	NA	NA	NA
CNAG_07485	membrane protein	NA	NA	NA	NA
CNAG_07486	hypothetical protein	NA	NA	NA	NA
CNAG_07487	F-type H -transporting ATPase subunit D	NA	NA	NA	NA
CNAG_07488	hypothetical protein	NA	NA	NA	NA
CNAG_07489	hypothetical protein	NA	NA	NA	NA
CNAG_07490	hypothetical protein	NA	NA	NA	NA
CNAG_07491	glutaredoxin	NA	NA	NA	NA
CNAG_07492	hypothetical protein	NA	NA	NA	NA
CNAG_07493	hypothetical protein	NA	NA	NA	NA
CNAG_07494	U3 small nucleolar RNA-associated protein MPP10	NA	NA	NA	NA
CNAG_07495	hypothetical protein	NA	NA	NA	NA
CNAG_07496	hypothetical protein	NA	NA	NA	NA
CNAG_07497	hypothetical protein	NA	NA	NA	NA
CNAG_07498	hypothetical protein	NA	NA	NA	NA
CNAG_07499	Chitin synthase	CHS8	NA	NA	NA
CNAG_07502	CTP synthase	NA	NA	NA	NA
CNAG_07505	hypothetical protein	NA	NA	NA	NA
CNAG_07506	FKBP12-associated protein 1, putative	FAP1	NA	NA	capsule organization;melanin biosynthetic process;response to diamide;response to sodium dodecyl sulfate;response to tert-butyl hydroperoxide
CNAG_07507	protein kinase regulator	STE50	NA	NA	mating
CNAG_07508	hypothetical protein	NA	NA	NA	NA
CNAG_07509	Xaa-Pro aminopeptidase	NA	NA	NA	NA
CNAG_07510	farnesyl-diphosphate farnesyltransferase	NA	NA	NA	NA
CNAG_07511	nucleolar protein 15	NA	NA	NA	NA
CNAG_07512	hypothetical protein	NA	NA	NA	NA
CNAG_07513	hypothetical protein	NA	NA	NA	NA
CNAG_07514	Sec7 domain-containing protein	NA	NA	NA	NA
CNAG_07515	hypothetical protein	NA	NA	NA	NA
CNAG_07516	hypothetical protein	NA	NA	NA	NA
CNAG_07517	hypothetical protein	NA	NA	NA	NA
CNAG_07518	ribonuclease P/MRP protein subunit POP5	NA	NA	NA	NA
CNAG_07519	hypothetical protein	NA	NA	NA	NA
CNAG_07520	endopeptidase	NA	NA	NA	NA
CNAG_07521	hypothetical protein	NA	NA	NA	NA
CNAG_07522	hypothetical protein	NA	NA	NA	NA
CNAG_07523	hypothetical protein	NA	NA	NA	NA
CNAG_07524	AMP deaminase	NA	NA	NA	NA
CNAG_07525	hypothetical protein	NA	NA	NA	NA
CNAG_07526	hypothetical protein	NA	NA	NA	NA
CNAG_07527	alpha-1,6-mannosyltransferase	NA	NA	NA	NA
CNAG_07528	hypothetical protein	NA	NA	NA	NA
CNAG_07529	threonine ammonia-lyase, biosynthetic	NA	NA	NA	NA
CNAG_07530	hypothetical protein	NA	NA	NA	NA
CNAG_07531	pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2	NA	NA	NA	NA
CNAG_07532	hypothetical protein	PHO23	NA	protein binding	NA
CNAG_07533	hypothetical protein	NA	NA	NA	NA
CNAG_07534	Trafficking protein particle complex II-specific subunit 130	TRS130	NA	NA	NA
CNAG_07535	small subunit ribosomal protein S16	NA	NA	NA	NA
CNAG_07536	DNA-directed RNA polymerase I subunit RPA43	NA	NA	NA	NA
CNAG_07537	mitochondrial GTPase 1	NA	NA	NA	NA
CNAG_07538	calcium/proton exchanger	NA	NA	NA	NA
CNAG_07539	replication factor C subunit 1	NA	NA	NA	NA
CNAG_07540	hypothetical protein	NA	NA	NA	NA
CNAG_07541	proteasome assembly chaperone 2	NA	NA	NA	NA
CNAG_07542	hypothetical protein	NA	NA	NA	NA
CNAG_07544	sterol esterase	NA	NA	NA	NA
CNAG_07545	nuclear protein	NA	NA	NA	NA
CNAG_07546	peptide chain release factor 1	NA	NA	NA	NA
CNAG_07547	hypothetical protein	GPM1	NA	NA	NA
CNAG_07548	cytoplasmic protein	NA	NA	NA	NA
CNAG_07549	hypothetical protein	NA	NA	NA	NA
CNAG_07550	hypothetical protein	NA	NA	NA	NA
CNAG_07551	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07552	DNA repair protein Rad8	NA	NA	NA	NA
CNAG_07553	polycomb protein e(z)	EZH2	ESC/E(Z) complex	protein binding	NA
CNAG_07554	capsular associated protein	CAP10	NA	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	capsule organization;cell growth;cellular response to dithiothreitol;cellular response to hydrogen peroxide;copper ion import;melanin biosynthetic process
CNAG_07555	hypothetical protein	NA	NA	NA	NA
CNAG_07556	hypothetical protein	NA	NA	NA	NA
CNAG_07557	ATP-binding cassette transporter	NA	NA	NA	NA
CNAG_07558	hypothetical protein	NA	NA	NA	NA
CNAG_07559	glucose-6-phosphate 1-epimerase	NA	NA	NA	NA
CNAG_07560	hypothetical protein	NA	NA	NA	NA
CNAG_07561	6-phosphogluconate dehydrogenase, decarboxylating 1	NA	NA	NA	NA
CNAG_07562	hypothetical protein	NA	NA	NA	NA
CNAG_07563	glutamate-tRNA ligase	NA	NA	NA	NA
CNAG_07564	hypothetical protein	NA	NA	NA	NA
CNAG_07565	transcription initiation factor TFIID subunit 9B	TAF9	NA	NA	NA
CNAG_07566	hypothetical protein	NA	NA	NA	NA
CNAG_07567	hypothetical protein	NA	NA	NA	NA
CNAG_07570	prenylated SNARE protein Ykt6p	NA	NA	NA	NA
CNAG_07571	hypothetical protein	NA	NA	NA	NA
CNAG_07572	elongator complex protein 3	ELP3	NA	NA	NA
CNAG_07573	DNA ligase 4	NA	NA	NA	NA
CNAG_07574	hypothetical protein	NA	NA	NA	NA
CNAG_07575	hypothetical protein	NA	NA	NA	NA
CNAG_07576	hypothetical protein	NA	NA	NA	NA
CNAG_07577	hypothetical protein	NA	NA	NA	NA
CNAG_07578	hypothetical protein	NA	NA	NA	NA
CNAG_07579	cytoplasmic protein	NA	NA	NA	NA
CNAG_07580	CAMK protein kinase	LPI7	NA	NA	cellular response to diamide;cellular response to tert-butyl hydroperoxide;cellular response to tunicamycin;regulation of urease activity
CNAG_07582	dynein light chain roadblock-type	NA	NA	NA	NA
CNAG_07583	hypothetical protein	NA	NA	NA	NA
CNAG_07584	hypothetical protein	NA	NA	NA	NA
CNAG_07585	hypothetical protein	NA	NA	NA	NA
CNAG_07586	hypothetical protein	NA	NA	NA	NA
CNAG_07587	hypothetical protein	NA	NA	NA	NA
CNAG_07588	hypothetical protein	NA	NA	NA	NA
CNAG_07589	xylitol dehydrogenase	NA	NA	NA	NA
CNAG_07590	V-type H -transporting ATPase subunit C	NA	NA	NA	NA
CNAG_07591	mitochondrial metalloendopeptidase OMA1	NA	NA	NA	NA
CNAG_07592	hypothetical protein	NA	NA	NA	NA
CNAG_07593	hypothetical protein	YAP4	NA	NA	response to dithiothreitol
CNAG_07594	hypothetical protein	NA	NA	NA	NA
CNAG_07595	hypothetical protein	NA	NA	NA	NA
CNAG_07596	hypothetical protein	NA	NA	NA	NA
CNAG_07597	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07598	importin-alpha export receptor	NA	NA	NA	NA
CNAG_07599	DNA mismatch repair protein PMS2	NA	NA	NA	NA
CNAG_07600	Beta-glucosidase	NA	NA	NA	NA
CNAG_07601	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07604	metalloreductase	FRE5	NA	NA	NA
CNAG_07605	hypothetical protein	NA	NA	NA	NA
CNAG_07607	chaperone regulator	NA	NA	NA	NA
CNAG_07608	hypothetical protein	NA	NA	NA	NA
CNAG_07609	ATP-dependent RNA helicase DDX51/DBP6	NA	NA	NA	NA
CNAG_07610	hypothetical protein	NA	NA	NA	NA
CNAG_07611	hypothetical protein	NA	NA	NA	NA
CNAG_07612	hypothetical protein	NA	NA	NA	NA
CNAG_07613	hypothetical protein	NA	NA	NA	NA
CNAG_07618	hypothetical protein	NA	NA	NA	NA
CNAG_07619	ATP-binding cassette, subfamily G (WHITE), member 2, PDR	NA	NA	NA	NA
CNAG_07620	hypothetical protein	NA	NA	NA	NA
CNAG_07621	hypothetical protein	NA	NA	NA	NA
CNAG_07622	COP9 signalosome complex subunit 1	NA	NA	NA	NA
CNAG_07624	hypothetical protein	NA	NA	NA	NA
CNAG_07625	plasma membrane protein	NA	NA	NA	NA
CNAG_07626	NAD-binding Rossmann fold oxidoreductase	NA	NA	NA	NA
CNAG_07627	hypothetical protein	NA	NA	NA	NA
CNAG_07628	translation initiation factor 3 subunit C	NA	NA	NA	NA
CNAG_07629	endopolyphosphatase	EPP1	NA	NA	response to zinc ion
CNAG_07630	U3 small nucleolar ribonucleoprotein IMP4	NA	NA	NA	NA
CNAG_07631	hypothetical protein	NA	NA	NA	NA
CNAG_07633	hypothetical protein	NA	NA	NA	NA
CNAG_07634	hypothetical protein	NA	NA	NA	NA
CNAG_07635	kinetochore protein NDC80	NA	NA	NA	NA
CNAG_07636	protoplast regeneration and killer toxin resistance protein	CSR2	NA	NA	cellular response to hydrogen peroxide;chitin localization;fungal-type cell wall organization;response to caffeine;response to heat;response to sodium dodecyl sulfate
CNAG_07637	large subunit ribosomal protein L3	NA	NA	NA	NA
CNAG_07638	hypothetical protein	NA	NA	NA	NA
CNAG_07639	Triacylglycerol lipase	NA	NA	NA	NA
CNAG_07640	hypothetical protein	NA	NA	NA	NA
CNAG_07641	Monosaccharide transporter	NA	NA	NA	NA
CNAG_07642	hypothetical protein	NA	NA	NA	NA
CNAG_07643	hypothetical protein	NA	NA	NA	NA
CNAG_07644	hypothetical protein	NA	NA	NA	NA
CNAG_07645	hypothetical protein	NA	NA	NA	NA
CNAG_07646	hypothetical protein	NA	NA	NA	NA
CNAG_07647	voltage-gated chloride channel protein	NA	NA	NA	NA
CNAG_07648	hypothetical protein	NA	NA	NA	NA
CNAG_07649	hypothetical protein	NA	NA	NA	NA
CNAG_07650	hypothetical protein	NA	NA	NA	NA
CNAG_07651	DEAD-box ATP-dependent RNA helicase 26, variant	NA	NA	NA	NA
CNAG_07652	hypothetical protein	NA	NA	NA	NA
CNAG_07653	hypothetical protein	NA	NA	NA	NA
CNAG_07654	hypothetical protein	NA	NA	NA	NA
CNAG_07655	hypothetical protein	NA	NA	NA	NA
CNAG_07657	U3 small nucleolar RNA-associated protein 19	NA	NA	NA	NA
CNAG_07658	hypothetical protein	NA	NA	NA	NA
CNAG_07659	hypothetical protein	NA	NA	NA	NA
CNAG_07660	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	NA	NA	NA	NA
CNAG_07661	hypothetical protein	NA	NA	NA	NA
CNAG_07662	hypothetical protein	NA	NA	NA	NA
CNAG_07663	hypothetical protein	NA	NA	NA	NA
CNAG_07664	mitochondrial protein	NA	NA	NA	NA
CNAG_07665	hypothetical protein	NA	NA	NA	NA
CNAG_07666	hypothetical protein	NA	NA	NA	NA
CNAG_07667	HAL protein kinase	SAT4	NA	NA	cellular response to dithiothreitol;cellular response to hydrogen peroxide;cellular response to menadione;cellular response to methyl methanesulfonate;cellular response to sodium dodecyl sulfate;cellular response to sorbitol
CNAG_07668	hypothetical protein	NA	NA	NA	NA
CNAG_07669	sorting nexin-3	NA	NA	NA	NA
CNAG_07670	hypothetical protein	NA	NA	NA	NA
CNAG_07671	hypothetical protein	NA	NA	NA	NA
CNAG_07672	hypothetical protein	NA	NA	NA	NA
CNAG_07673	hypothetical protein	NA	NA	NA	NA
CNAG_07674	hypothetical protein	NA	NA	NA	NA
CNAG_07675	neurofibromin 1	NA	NA	NA	NA
CNAG_07676	ATP-dependent RNA helicase DBP2-A	NA	NA	NA	NA
CNAG_07677	hypothetical protein	NA	NA	NA	NA
CNAG_07678	hypothetical protein	NA	NA	NA	NA
CNAG_07679	transcription elongation factor S-II	DST1	NA	NA	sexual sporulation
CNAG_07680	transcriptional activator hap5	HAP5	NA	NA	capsule organization;carbon utilization;melanin biosynthetic process
CNAG_07681	hypothetical protein	NA	NA	NA	NA
CNAG_07682	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07683	hypothetical protein	NA	NA	NA	NA
CNAG_07684	hypothetical protein	NA	NA	NA	NA
CNAG_07685	UMF1 family MFS transporter	NA	NA	NA	NA
CNAG_07686	topoisomerase 1-associated factor 1	NA	NA	NA	NA
CNAG_07687	hypothetical protein	NA	NA	NA	NA
CNAG_07688	hypothetical protein	NA	NA	NA	NA
CNAG_07689	pre-mRNA-splicing factor cwc22	NA	NA	NA	NA
CNAG_07690	hypothetical protein	NA	NA	NA	NA
CNAG_07691	hypothetical protein	NA	NA	NA	NA
CNAG_07692	nucleoside phosphatase	YND1	NA	NA	cellular response to cadmium ion;cellular response to sodium dodecyl sulfate;cellular response to tunicamycin;positive regulation of capsule organization;protein O-linked mannosylation
CNAG_07693	high-affinity methionine permease	NA	NA	NA	NA
CNAG_07694	nicotinate (nicotinamide) nucleotide adenylyltransferase, variant	NA	NA	NA	NA
CNAG_07695	gamma-aminobutyric acid transporter	NA	NA	NA	NA
CNAG_07697	hypothetical protein	NA	NA	NA	NA
CNAG_07698	hypothetical protein	NA	NA	NA	NA
CNAG_07699	zinc finger family protein	NA	NA	NA	NA
CNAG_07700	hypothetical protein	NA	NA	NA	NA
CNAG_07701	putative copper ion transporter	CTR1	NA	NA	capsule organization;copper ion import;melanin biosynthetic process
CNAG_07702	hypothetical protein	NA	NA	NA	NA
CNAG_07703	hypothetical protein	NA	NA	NA	NA
CNAG_07704	hypothetical protein	NA	NA	NA	NA
CNAG_07705	hypothetical protein	NA	NA	NA	NA
CNAG_07706	hypothetical protein	NA	NA	NA	NA
CNAG_07707	glycoside hydrolase family 3 domain-containing protein	NA	NA	NA	NA
CNAG_07708	hypothetical protein	NA	NA	NA	NA
CNAG_07709	hypothetical protein	NA	NA	NA	NA
